"source_label","old_id","final_new_id","old_rgb","effective_rgb","old_name","effective_name","policy_name","keeps_current_id","assignment_type","id_change_reason","notes"
"modlu","1","1","42,3,128","42,3,128","VESTFIRDIR","VESTFIRDIR","full_renumber","True","kept_by_position","",""
"modlu","2","2","84,6,1","84,6,1","REYKJAVIK","REYKJAVIK","full_renumber","True","kept_by_position","",""
"modlu","3","3","126,9,129","126,9,129","STOKKSEYRI","STOKKSEYRI","full_renumber","True","kept_by_position","",""
"modlu","4","4","168,12,2","168,12,2","REYDARFJALL","REYDARFJALL","full_renumber","True","kept_by_position","",""
"modlu","5","5","0,15,130","0,15,130","HUSAVIK","HUSAVIK","full_renumber","True","kept_by_position","",""
"modlu","6","6","168,45,177","168,45,177","TORSHAVN","TORSHAVN","full_renumber","True","kept_by_position","",""
"modlu","7","7","84,21,131","84,21,131","SCALLOWAY","SCALLOWAY","full_renumber","True","kept_by_position","",""
"modlu","8","8","126,24,4","126,24,4","KIRKWALL","KIRKWALL","full_renumber","True","kept_by_position","",""
"modlu","9","9","168,27,132","168,27,132","DONEGAL","DONEGAL","full_renumber","True","kept_by_position","",""
"modlu","10","10","0,30,5","0,30,5","RAPHOE","RAPHOE","full_renumber","True","kept_by_position","",""
"modlu","11","11","42,33,133","42,33,133","FAHAN","FAHAN","full_renumber","True","kept_by_position","",""
"modlu","12","12","84,36,6","84,36,6","DERRY","DERRY","full_renumber","True","kept_by_position","",""
"modlu","13","13","126,39,134","126,39,134","SLEMISH","SLEMISH","full_renumber","True","kept_by_position","",""
"modlu","14","14","168,42,7","168,42,7","CARRICKFERGUS","CARRICKFERGUS","full_renumber","True","kept_by_position","",""
"modlu","15","15","0,45,135","0,45,135","DOWNPATRICK","DOWNPATRICK","full_renumber","True","kept_by_position","",""
"modlu","16","16","42,48,8","42,48,8","BALTIMORE","BALTIMORE","full_renumber","True","kept_by_position","",""
"modlu","17","17","84,51,136","84,51,136","ARMAGH","ARMAGH","full_renumber","True","kept_by_position","",""
"modlu","18","18","126,54,9","126,54,9","DUNDALK","DUNDALK","full_renumber","True","kept_by_position","",""
"modlu","19","19","168,57,137","168,57,137","ARDEE","ARDEE","full_renumber","True","kept_by_position","",""
"modlu","20","20","0,60,10","0,60,10","GALWAY","GALWAY","full_renumber","True","kept_by_position","",""
"modlu","21","21","42,63,138","42,63,138","CASTLEBAR","CASTLEBAR","full_renumber","True","kept_by_position","",""
"modlu","22","22","84,66,11","84,66,11","SLIGO","SLIGO","full_renumber","True","kept_by_position","",""
"modlu","23","23","126,69,139","126,69,139","ATHENRY","ATHENRY","full_renumber","True","kept_by_position","",""
