"source_subset","source_definition","source_id","source_rgb","source_name","primary_status","same_rgb_same_id","same_rgb_diff_id","same_id_diff_rgb","name_divergence","empty_name","placeholder_name","rgb_partner_subset","rgb_partner_id","rgb_partner_rgb","rgb_partner_name","id_partner_subset","id_partner_rgb","id_partner_name","final_new_id","final_id_status","notes"
"modlu_kalan","definition_modlu.csv","1","42,3,128","VESTFIRDIR","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","2","84,6,1","REYKJAVIK","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","3","126,9,129","STOKKSEYRI","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","4","168,12,2","REYDARFJALL","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","5","0,15,130","HUSAVIK","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","6","168,45,177","TORSHAVN","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","7","84,21,131","SCALLOWAY","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","8","126,24,4","KIRKWALL","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","9","168,27,132","DONEGAL","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","10","0,30,5","RAPHOE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","11","42,33,133","FAHAN","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","12","84,36,6","DERRY","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","13","126,39,134","SLEMISH","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","14","168,42,7","CARRICKFERGUS","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","15","0,45,135","DOWNPATRICK","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","16","42,48,8","BALTIMORE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","17","84,51,136","ARMAGH","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","18","126,54,9","DUNDALK","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","19","168,57,137","ARDEE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","20","0,60,10","GALWAY","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","21","42,63,138","CASTLEBAR","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","22","84,66,11","SLIGO","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","23","126,69,139","ATHENRY","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","24","168,72,12","DROMAHAIR","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","25","0,75,140","BELCOO","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","26","42,78,13","LONGFORD","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","27","126,84,14","CAVAN","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","28","84,81,141","DUBLIN","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","29","168,87,142","WICKLOW","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","30","0,90,15","KILDARE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","31","42,93,143","TRIM","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","32","84,96,16","DROGHEDA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","33","126,99,144","BIRR","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","34","168,102,17","ATHLONE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","35","0,105,145","ARDNAMURCHON","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","36","42,108,18","UISNEACH","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","37","84,111,146","WEXFORD","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","38","126,114,19","ENNISCORTHY","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","39","168,117,147","FERNS","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","40","0,120,20","CARLOW","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","41","42,123,148","KILKENNY","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","42","84,126,21","ATHY","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","43","126,129,149","GOWRAN","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","44","168,132,22","CARRICK","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","45","0,135,150","LIMERICK","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","46","42,138,23","ENNIS","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","47","84,141,151","NENAGH","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","48","126,144,24","ROSCREA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","49","168,147,152","WATERFORD","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","50","0,150,25","EMLY","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","51","42,153,153","CLONMEL","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","52","84,156,26","TRALEE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","53","126,159,154","CORK","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","54","168,162,27","KINSALE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","55","0,165,155","LINDHOLM","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","56","42,168,28","VIBORG","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","57","84,171,156","AARHUS","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","58","126,174,29","JELLING","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","59","168,177,157","VORBASSE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","60","0,180,30","RIBE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","61","42,183,158","AABENRAA","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","62","84,186,31","HEDEBY","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","63","126,189,159","ROSKILDE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","64","168,192,32","NAESTVED","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","65","0,195,160","ODENSE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","66","42,198,33","SVENDBORG","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","67","84,201,161","NYKOBING","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","68","126,204,34","NAKSKOV","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","69","168,207,162","SLAGELSE","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","70","0,210,35","LUND","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","71","42,0,163","TRELLEBORG","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","72","84,3,36","TOMMERUP","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","73","126,6,164","HELSINGBORG","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
"modlu_kalan","definition_modlu.csv","74","168,9,37","HALMSTAD","mod_only","False","False","False","False","False","False","orijinal_dogu",,"","","","","","","pending_keep_candidate",""
