"policy_name","old_id","old_rgb","old_name","old_source","old_subset","final_new_id","final_rgb","final_name","row_type","source_origin","candidate_type","primary_status","rgb_resolution_status","source_id_conflict_status","final_id_status","keeps_current_id","id_changed","rgb_changed","partner_modlu_old_id","partner_modlu_old_rgb","partner_modlu_old_name","notes"
"preserve_old_ids","808","126,81,4","Tinsukia","orijinal","orijinal_dogu","808","126,81,4","Tinsukia","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","811","42,90,133","Carguya","orijinal","orijinal_dogu","811","42,90,133","Carguya","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","826","42,135,13","Manipur","orijinal","orijinal_dogu","826","42,135,13","Manipur","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","827","84,138,141","Khoupum","orijinal","orijinal_dogu","827","84,138,141","Khoupum","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","828","126,141,14","Chatigama","orijinal","orijinal_dogu","828","126,141,14","Chatigama","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","829","168,144,142","Candranatha","orijinal","orijinal_dogu","829","168,144,142","Candranatha","candidate","both","merged_benign_shared","benign_shared","benign_shared_keep_rgb","benign_shared","draft_keep_id","True","False","False","829","168,144,142","Candranatha","Merged benign shared row before final ID assignment."
"preserve_old_ids","830","0,147,15","Pattikera","orijinal","orijinal_dogu","830","0,147,15","Pattikera","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","854","169,90,12","Tlawng","orijinal","orijinal_dogu","854","169,90,12","Tlawng","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","1293","127,45,174","EAST INDIAN OCEAN TI","orijinal","orijinal_dogu","1293","127,45,174","EAST INDIAN OCEAN TI","candidate","both","merged_benign_shared","benign_shared","benign_shared_keep_rgb","benign_shared","draft_keep_id","True","False","False","1293","127,45,174","EAST INDIAN OCEAN TI","Merged benign shared row before final ID assignment."
"preserve_old_ids","1408","169,132,32","Anxi","orijinal","orijinal_dogu","1408","169,132,32","Anxi","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","1466","43,138,33","","orijinal","orijinal_dogu","1466","43,138,33","Eastern Wasteland 1","candidate","both","merged_benign_shared","benign_shared","benign_shared_keep_rgb","benign_shared","draft_keep_id","True","False","False","1466","43,138,33","Eastern Wasteland 1","Merged benign shared row before final ID assignment."
"preserve_old_ids","1468","127,144,34","Onge","orijinal","orijinal_dogu","1468","127,144,34","Onge","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","1469","167,238,13","b_xinghua_putian","orijinal","orijinal_dogu","1469","167,238,13","b_xinghua_putian","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","1470","68,255,219","b_fuzhou_fuqing","orijinal","orijinal_dogu","1470","68,255,219","b_fuzhou_fuqing","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","1496","43,15,48","LAKES EAST OF BURMA","orijinal","orijinal_dogu","1496","43,15,48","LAKES EAST OF BURMA","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","3222","202,16,154","b_quanzhou_tong_an","orijinal","orijinal_dogu","383","202,16,154","b_quanzhou_tong_an","candidate","orijinal","single_source","id_conflict","unchanged","id_conflict","draft_new_id","False","True","False","","","","Same ID maps to different RGB values across subsets."
"preserve_old_ids","8543","134,69,199","GOBI DESERT","orijinal","orijinal_dogu","8543","134,69,199","GOBI DESERT","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8556","50,108,78","HIMALAYA","orijinal","orijinal_dogu","8556","50,108,78","HIMALAYA","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8606","50,45,3","river_irrawaddy_delta","orijinal","orijinal_dogu","8606","50,45,3","river_irrawaddy_delta","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8607","92,48,131","river_irrawaddy_delta","orijinal","orijinal_dogu","8607","92,48,131","river_irrawaddy_delta","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8608","134,51,4","river_irrawaddy","orijinal","orijinal_dogu","8608","134,51,4","river_irrawaddy","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8609","176,54,132","river_irrawaddy","orijinal","orijinal_dogu","8609","176,54,132","river_irrawaddy","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8610","8,57,5","river_irrawaddy","orijinal","orijinal_dogu","8610","8,57,5","river_irrawaddy","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8611","50,60,133","river_irrawaddy","orijinal","orijinal_dogu","8611","50,60,133","river_irrawaddy","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8685","8,69,170","sea_bay_of_bengal","orijinal","orijinal_dogu","8685","8,69,170","sea_bay_of_bengal","candidate","both","merged_benign_shared","benign_shared","benign_shared_keep_rgb","benign_shared","draft_keep_id","True","False","False","8685","8,69,170","sea_bay_of_bengal","Merged benign shared row before final ID assignment."
"preserve_old_ids","8686","50,72,43","sea_gulf_martaban","orijinal","orijinal_dogu","8686","50,72,43","sea_gulf_martaban","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8687","92,75,171","sea_andaman","orijinal","orijinal_dogu","8687","92,75,171","sea_andaman","candidate","both","merged_benign_shared","benign_shared","benign_shared_keep_rgb","benign_shared","draft_keep_id","True","False","False","8687","92,75,171","sea_andaman","Merged benign shared row before final ID assignment."
"preserve_old_ids","8688","134,78,44","sea_bay_of_bengal","orijinal","orijinal_dogu","8688","134,78,44","sea_bay_of_bengal","candidate","both","merged_benign_shared","benign_shared","benign_shared_keep_rgb","benign_shared","draft_keep_id","True","False","False","8688","134,78,44","sea_bay_of_bengal","Merged benign shared row before final ID assignment."
"preserve_old_ids","8691","50,87,173","sea_andaman","orijinal","orijinal_dogu","8691","50,87,173","sea_andaman","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8722","92,180,61","Karnaphuli","orijinal","orijinal_dogu","8722","92,180,61","Karnaphuli","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8802","0,139,47","b_quanzhou_jinjiang","orijinal","orijinal_dogu","8802","0,139,47","b_quanzhou_jinjiang","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8803","251,169,80","b_quanzhou_anxi","orijinal","orijinal_dogu","8803","251,169,80","b_quanzhou_anxi","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8804","229,206,162","b_quanzhou_dehua","orijinal","orijinal_dogu","8804","229,206,162","b_quanzhou_dehua","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8805","158,47,143","b_zhangzhou_zhangpu","orijinal","orijinal_dogu","8805","158,47,143","b_zhangzhou_zhangpu","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8806","120,46,125","b_zhangzhou_longxi","orijinal","orijinal_dogu","8806","120,46,125","b_zhangzhou_longxi","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8807","57,119,185","b_zhangzhou_longyan","orijinal","orijinal_dogu","8807","57,119,185","b_zhangzhou_longyan","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8808","50,188,31","b_tingzhou_shanghang","orijinal","orijinal_dogu","8808","50,188,31","b_tingzhou_shanghang","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8809","190,74,163","b_tingzhou_liancheng","orijinal","orijinal_dogu","8809","190,74,163","b_tingzhou_liancheng","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8810","248,32,71","b_tingzhou_changting","orijinal","orijinal_dogu","8810","248,32,71","b_tingzhou_changting","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8811","110,3,102","b_tingzhou_wuping","orijinal","orijinal_dogu","8811","110,3,102","b_tingzhou_wuping","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8812","230,218,207","b_tingzhou_ninghua","orijinal","orijinal_dogu","8812","230,218,207","b_tingzhou_ninghua","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8813","170,92,47","b_nanjianzhou_sha","orijinal","orijinal_dogu","8813","170,92,47","b_nanjianzhou_sha","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8814","250,38,146","b_nanjianzhou_youxi","orijinal","orijinal_dogu","8814","250,38,146","b_nanjianzhou_youxi","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8815","169,76,4","b_nanjianzhou_jianpu","orijinal","orijinal_dogu","8815","169,76,4","b_nanjianzhou_jianpu","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8816","178,235,129","b_nanjianzhou_shunchang","orijinal","orijinal_dogu","8816","178,235,129","b_nanjianzhou_shunchang","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8817","115,136,42","b_nanjianzhou_jiangle","orijinal","orijinal_dogu","8817","115,136,42","b_nanjianzhou_jiangle","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8818","228,230,32","b_jianning_jian_an","orijinal","orijinal_dogu","8818","228,230,32","b_jianning_jian_an","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8819","151,160,11","b_jianning_jianyang","orijinal","orijinal_dogu","8819","151,160,11","b_jianning_jianyang","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8820","209,170,153","b_fuzhou_yongfu","orijinal","orijinal_dogu","8820","209,170,153","b_fuzhou_yongfu","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8821","150,45,252","b_fuzhou_gutian","orijinal","orijinal_dogu","8821","150,45,252","b_fuzhou_gutian","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8822","185,203,99","b_fuzhou_minqing","orijinal","orijinal_dogu","8822","185,203,99","b_fuzhou_minqing","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8823","8,242,126","b_fuzhou_ningde","orijinal","orijinal_dogu","8823","8,242,126","b_fuzhou_ningde","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8824","38,151,240","b_fuzhou_lianjiang","orijinal","orijinal_dogu","8824","38,151,240","b_fuzhou_lianjiang","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8825","112,40,168","b_mingzhou_mao","orijinal","orijinal_dogu","8825","112,40,168","b_mingzhou_mao","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8826","159,33,196","b_mingzhou_xiangshan","orijinal","orijinal_dogu","8826","159,33,196","b_mingzhou_xiangshan","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8827","38,109,70","b_yuezhou_yuyao","orijinal","orijinal_dogu","8827","38,109,70","b_yuezhou_yuyao","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8828","107,14,128","b_yuezhou_kuaiji","orijinal","orijinal_dogu","8828","107,14,128","b_yuezhou_kuaiji","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8829","61,156,229","b_yuezhou_zhuji","orijinal","orijinal_dogu","8829","61,156,229","b_yuezhou_zhuji","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8830","197,42,134","b_taizhou_huangyan","orijinal","orijinal_dogu","8830","197,42,134","b_taizhou_huangyan","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8831","142,185,175","b_wenzhou_yuecheng","orijinal","orijinal_dogu","8831","142,185,175","b_wenzhou_yuecheng","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8832","249,199,243","b_wenzhou_yongjia","orijinal","orijinal_dogu","8832","249,199,243","b_wenzhou_yongjia","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
"preserve_old_ids","8833","132,229,43","b_chuzhou_lishui","orijinal","orijinal_dogu","8833","132,229,43","b_chuzhou_lishui","candidate","orijinal","single_source","orijinal_only","unchanged","no_id_conflict_flag","draft_keep_id","True","False","False","","","",""
