"file","final_new_id","source_subset","source_old_id","status"
"building_locators.txt","281","modlu_kalan","281","missing_mod_locator"
"building_locators.txt","299","modlu_kalan","299","missing_mod_locator"
"building_locators.txt","397","orijinal_dogu","9662","missing_vanilla_locator"
"building_locators.txt","399","modlu_kalan","399","missing_mod_locator"
"building_locators.txt","402","orijinal_dogu","9667","missing_vanilla_locator"
"building_locators.txt","408","orijinal_dogu","9670","missing_vanilla_locator"
"building_locators.txt","416","modlu_kalan","416","missing_mod_locator"
"building_locators.txt","420","modlu_kalan","420","missing_mod_locator"
"building_locators.txt","456","modlu_kalan","456","missing_mod_locator"
"building_locators.txt","457","modlu_kalan","457","missing_mod_locator"
"building_locators.txt","626","modlu_kalan","626","missing_mod_locator"
"building_locators.txt","628","modlu_kalan","628","missing_mod_locator"
"building_locators.txt","629","modlu_kalan","629","missing_mod_locator"
"building_locators.txt","630","modlu_kalan","630","missing_mod_locator"
"building_locators.txt","631","orijinal_dogu","9680","missing_vanilla_locator"
"building_locators.txt","632","modlu_kalan","632","missing_mod_locator"
"building_locators.txt","633","modlu_kalan","633","missing_mod_locator"
"building_locators.txt","634","modlu_kalan","634","missing_mod_locator"
"building_locators.txt","635","modlu_kalan","635","missing_mod_locator"
"building_locators.txt","636","modlu_kalan","636","missing_mod_locator"
"building_locators.txt","637","modlu_kalan","637","missing_mod_locator"
"building_locators.txt","638","modlu_kalan","638","missing_mod_locator"
"building_locators.txt","639","modlu_kalan","639","missing_mod_locator"
"building_locators.txt","640","modlu_kalan","640","missing_mod_locator"
"building_locators.txt","641","modlu_kalan","641","missing_mod_locator"
"building_locators.txt","642","modlu_kalan","642","missing_mod_locator"
"building_locators.txt","643","modlu_kalan","643","missing_mod_locator"
"building_locators.txt","644","modlu_kalan","644","missing_mod_locator"
"building_locators.txt","645","modlu_kalan","645","missing_mod_locator"
"building_locators.txt","646","modlu_kalan","646","missing_mod_locator"
"building_locators.txt","647","modlu_kalan","647","missing_mod_locator"
"building_locators.txt","648","modlu_kalan","648","missing_mod_locator"
"building_locators.txt","649","modlu_kalan","649","missing_mod_locator"
"building_locators.txt","650","modlu_kalan","650","missing_mod_locator"
"building_locators.txt","651","modlu_kalan","651","missing_mod_locator"
"building_locators.txt","652","modlu_kalan","652","missing_mod_locator"
"building_locators.txt","653","modlu_kalan","653","missing_mod_locator"
"building_locators.txt","654","modlu_kalan","654","missing_mod_locator"
"building_locators.txt","655","modlu_kalan","655","missing_mod_locator"
"building_locators.txt","656","modlu_kalan","656","missing_mod_locator"
"building_locators.txt","657","modlu_kalan","657","missing_mod_locator"
"building_locators.txt","658","modlu_kalan","658","missing_mod_locator"
"building_locators.txt","659","modlu_kalan","659","missing_mod_locator"
"building_locators.txt","660","modlu_kalan","660","missing_mod_locator"
"building_locators.txt","661","modlu_kalan","661","missing_mod_locator"
"building_locators.txt","662","modlu_kalan","662","missing_mod_locator"
"building_locators.txt","663","modlu_kalan","663","missing_mod_locator"
"building_locators.txt","664","modlu_kalan","664","missing_mod_locator"
"building_locators.txt","665","modlu_kalan","665","missing_mod_locator"
"building_locators.txt","666","modlu_kalan","666","missing_mod_locator"
"building_locators.txt","667","modlu_kalan","667","missing_mod_locator"
"building_locators.txt","683","modlu_kalan","683","missing_mod_locator"
"building_locators.txt","684","modlu_kalan","684","missing_mod_locator"
"building_locators.txt","685","modlu_kalan","685","missing_mod_locator"
"building_locators.txt","686","modlu_kalan","686","missing_mod_locator"
"building_locators.txt","687","modlu_kalan","687","missing_mod_locator"
"building_locators.txt","688","modlu_kalan","688","missing_mod_locator"
"building_locators.txt","689","modlu_kalan","689","missing_mod_locator"
"building_locators.txt","690","modlu_kalan","690","missing_mod_locator"
"building_locators.txt","691","modlu_kalan","691","missing_mod_locator"
"building_locators.txt","692","modlu_kalan","692","missing_mod_locator"
"building_locators.txt","693","modlu_kalan","693","missing_mod_locator"
"building_locators.txt","694","modlu_kalan","694","missing_mod_locator"
"building_locators.txt","695","modlu_kalan","695","missing_mod_locator"
"building_locators.txt","696","modlu_kalan","696","missing_mod_locator"
"building_locators.txt","697","modlu_kalan","697","missing_mod_locator"
"building_locators.txt","698","modlu_kalan","698","missing_mod_locator"
"building_locators.txt","699","modlu_kalan","699","missing_mod_locator"
"building_locators.txt","700","modlu_kalan","700","missing_mod_locator"
"building_locators.txt","708","modlu_kalan","708","missing_mod_locator"
"building_locators.txt","709","modlu_kalan","709","missing_mod_locator"
"building_locators.txt","710","modlu_kalan","710","missing_mod_locator"
"building_locators.txt","711","modlu_kalan","711","missing_mod_locator"
"building_locators.txt","712","modlu_kalan","712","missing_mod_locator"
"building_locators.txt","713","modlu_kalan","713","missing_mod_locator"
"building_locators.txt","714","modlu_kalan","714","missing_mod_locator"
"building_locators.txt","715","modlu_kalan","715","missing_mod_locator"
